leg	site	hole	well logging	latitude	longitude	ocean	ocean hemisphere	sea	physographic feature	hard rock feature	ta	td	re-entry	site survey	site termination	crust	equipment test	heat flow	in situ pore water	hydraulic piston core	variable length hpc	pressure core barrel	punch core	extended core barrel	water depth(m)	total penetration(m)	drilled penetration(m)	cored penetration(m)	number of cores recovered	meters recovered	percent recovery	meters of hard rock cored	number of hard rock cores	meters of hard rock recovered	depth to basememnt(m)	oldest sediment sub-bottom depth	oldest sediment depth below sealevel	oldest sediment core number	oldest sediment age	oldest sediment lithology	oldest sediment lithology composition	oldest sediment source	oldest sediment heterogeneity	oldest sediment hardness	oldest comp1	oldest comp2	hard rock descriptions and comments
86	578		NO	33.9260	151.6290	PACIFIC	NORTH				05/27/1982	05/30/1982	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	6010	177	9	168	20	165	98					176.8	6187	20	NO AGE GIVEN	CHERTANDSILICIFIEDCHALK					unk - 0000	unk - 0000	
86	579		NO	38.6280	153.8362	PACIFIC	NORTH				06/01/1982	06/01/1982	NO	YES	WEATHER	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	5737	18		18	2	17	94					17.9	5755	2	NO AGE GIVEN	SILTYSILICEOUSCLAY					unk - 0000	unk - 0000	
86	579	A	NO	38.6268	153.8380	PACIFIC	NORTH				06/02/1982	06/04/1982	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	5737	149.5	14	135	15	116	85					149.5	5887	15	NO AGE GIVEN	BIOSILICEOUSCLAY					unk - 0000	unk - 0000	
86	580		NO	41.6245	153.9763	PACIFIC	NORTH				06/06/1982	06/08/1982	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	5375	155.3		155	17	141	90					155.3	5530	17	NO AGE GIVEN	BIOSILICEOUSCLAY					unk - 0000	unk - 0000	
86	581		NO	43.9270	159.7960	PACIFIC	NORTH				06/10/1982	06/13/1982	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5476	352	180	172	19	76	44	9.5	1	3.6	344	267.0	5743	10	NO AGE GIVEN	CHERT					unk - 0000	unk - 0000	BASALT
87	582		NO	31.7752	133.9138	PACIFIC	NORTH				06/28/1982	06/29/1982	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4879	39		39	4	18	46					28.7	4908	3	NO AGE GIVEN	HEMIPELAGICMUDANDASH					unk - 0000	unk - 0000	
87	582	A	NO	31.7750	133.9133	PACIFIC	NORTH				06/30/1982	06/30/1982	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4879	48.4	29	19	2	16	84					48.4	4927	2	NO AGE GIVEN	HEMIPELAGICMUDANDSILTYSAND					unk - 0000	unk - 0000	
87	582	B	NO	31.7750	133.9133	PACIFIC	NORTH				07/01/1982	07/07/1982	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4879	749.4	48	701	73	285	40					749.4	5628	73	NO AGE GIVEN	MUDSTONE					unk - 0000	unk - 0000	
87	583		NO	31.8333	133.8567	PACIFIC	NORTH				07/08/1982	07/10/1982	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	4634	152		152	27	84	55					150.0	4784	26	NO AGE GIVEN	HEMIPELAGICMUD					unk - 0000	unk - 0000	
87	583	A	NO	31.8363	133.8543	PACIFIC	NORTH				07/10/1982	07/11/1982	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	4618	54		54	11	48	88					54.0	4672	11	NO AGE GIVEN	HEMIPELAGICMUD					unk - 0000	unk - 0000	
87	583	B	NO	31.8300	133.8543	PACIFIC	NORTH				07/11/1982	07/12/1982	NO	YES	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	4677	30	2	28	6	25	89					25.0	4702	5	NO AGE GIVEN	HEMIPELAGICMUD,INCLINEDGRADEDBEDS					unk - 0000	unk - 0000	
87	583	C	NO	31.8300	133.8543	PACIFIC	NORTH				07/11/1982	07/12/1982	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	4677	49	25	24	5	18	75					49.0	4726	5	NO AGE GIVEN	HEMIPELAGICMUD					unk - 0000	unk - 0000	
87	583	D	NO	31.8293	133.8590	PACIFIC	NORTH				07/13/1982	07/16/1982	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	YES	NO	NO	NO	NO	NO	4676	327	47	280	29	70	25					326.6	5003	29	NO AGE GIVEN	HEMIPELAGICMUD,BIOTURBATED,BIOSILICEOUS					unk - 0000	unk - 0000	
87	583	E	NO	31.8350	133.8550	PACIFIC	NORTH				07/16/1982	07/18/1982	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4629	199	151	48	5	1.0	2					160.0	4789	1	NO AGE GIVEN	HEMIPELAGICMUD					unk - 0000	unk - 0000	
87	583	F	YES	31.8350	133.8550	PACIFIC	NORTH				07/18/1982	07/23/1982	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	YES	NO	NO	NO	NO	NO	4629	440	151	289	30	47	16					439.7	5069	30	NO AGE GIVEN	FIRMHEMIPELAGICMUD					unk - 0000	unk - 0000	
87	583	G	NO	31.8345	133.8567	PACIFIC	NORTH				07/28/1982	07/30/1982	NO	YES	WEATHER	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4627	450	307	143	15	62	43					450.0	5077	15	NO AGE GIVEN	HEMIPELAGICMUD					unk - 0000	unk - 0000	
87	584		NO	40.4667	143.9517	PACIFIC	NORTH				08/05/1982	08/12/1982	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	YES	NO	NO	NO	NO	NO	4078	941		941	98	479	50					912.2	4990	96	NO AGE GIVEN	MUDSTONE					unk - 0000	unk - 0000	
87	584	A	YES	40.4667	143.9450	PACIFIC	NORTH				08/12/1982	08/14/1982	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4094	901	872	29	3	11	37					890.0	4984	H4	NO AGE GIVEN	MUDSTONE					unk - 0000	unk - 0000	
87	584	B	NO	40.4667	143.9600	PACIFIC	NORTH				08/15/1982	08/16/1982	NO	YES	TIME CONSTRAINTS	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4086	954	932	22	3	12	54					954.0	5040	3	NO AGE GIVEN	PAISLEYMUDSTONE					unk - 0000	unk - 0000	
88	581	A	NO	43.9277	159.7962	PACIFIC	NORTH		BASIN		08/25/1982	08/27/1982	NO	YES	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5467	375	328	47	3	4.6	9	9.6	1	4.6	360										unk - 0000	unk - 0000	BASALT
88	581	B	NO	43.9277	159.7962	PACIFIC	NORTH		BASIN		08/28/1982	09/05/1982	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5467	375	351	24	6	24	100	21	3	11	351										unk - 0000	unk - 0000	BASALT
88	581	C	NO	43.9240	159.7973	PACIFIC	NORTH		BASIN		09/08/1982	09/13/1982	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5467	380	359	21	4	16	76	21	3	16	357										unk - 0000	unk - 0000	BASALT
89	462	A	YES	7.2417	165.0317	PACIFIC	NORTH				11/05/1982	11/16/1982	YES	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5177	1209	1072	137	17	74	54	86	11	34	1209	1131	6308	99	NO AGE GIVEN	VOLCANOCLASTICZEOLITICMUDSTONE					unk - 0000	unk - 0000	BASALTSHEET-FLOWS
89	585		NO	13.4833	156.8152	PACIFIC	NORTH		BASIN		10/18/1982	10/26/1982	NO	YES	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	6109	764	249	515	55	164	31					750.1	6859	54	NO AGE GIVEN	VOLCANOGENICTURBIDITES					unk - 0000	unk - 0000	
89	585	A	NO	13.4833	156.8152	PACIFIC	NORTH		BASIN		10/26/1982	11/02/1982	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	6109	893	684	209	22	101	48					892.8	7002	22	NO AGE GIVEN	VOLCANOGENICTURBIDITES					unk - 0000	unk - 0000	
89	586		NO	-0.4973	158.4982	PACIFIC	SOUTH				11/19/1982	11/19/1982	NO	YES	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	2207	44		44	5	39	88					39.3	2246	5	NO AGE GIVEN	FORAMINIFER-BEARINGNANNOFOSSILOOZE					unk - 0000	unk - 0000	
89	586	A	NO	-0.4973	158.4982	PACIFIC	SOUTH				11/19/1982	11/20/1982	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	2207	305	44	261	31	257	98					300.2	2507	31	NO AGE GIVEN	NANNOFOSSILOOZEANDNANNOFOSSILCHALK					unk - 0000	unk - 0000	
89	586	B	NO	-0.4973	158.4982	PACIFIC	SOUTH				11/20/1982	11/22/1982	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	2207	240.3		240	25	235	97					240.3	2447	25	NO AGE GIVEN	NANNOFOSSILCHALKANDOOZE					unk - 0000	unk - 0000	
89	586	C	YES	-0.4973	158.4982	PACIFIC	SOUTH				11/22/1982	11/23/1982	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2207	623.1	613	10	1	2.2	21					623.1	2830	1	NO AGE GIVEN	NANNOFOSSILCHALKANDOOZE					unk - 0000	unk - 0000	
90	587		NO	-21.1847	161.3332	PACIFIC	SOUTH	CORAL	BANK		12/03/1982	12/05/1982	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	1101	147		147	17	89	60					99.1	1200	11	NO AGE GIVEN	CALCAREOUSSANDSTONE					unk - 0000	unk - 0000	
90	588		NO	-26.1117	161.2267	PACIFIC	SOUTH	TASMAN	RISE		12/06/1982	12/08/1982	NO	YES	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	1533	246	10	236	26	221	93					236.0	1769	25	NO AGE GIVEN	FORAMINIFERNANNOFOSSILOOZE					unk - 0000	unk - 0000	
90	588	A	NO	-26.1117	161.2267	PACIFIC	SOUTH	TASMAN	RISE		12/08/1982	12/08/1982	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	1533	344.4	236	108	18	75	69					344.4	1877	18	NO AGE GIVEN	FORAMINIFERNANNOFOSSILOOZE					unk - 0000	unk - 0000	
90	588	B	NO	-26.1117	161.2267	PACIFIC	SOUTH	TASMAN	RISE		12/08/1982	12/10/1982	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	YES	YES	NO	NO	YES	1533	277.4		277	31	256	92					277.4	1810	31	NO AGE GIVEN	FORAMINIFERNANNOFOSSILOOZE					unk - 0000	unk - 0000	
90	588	C	NO	-26.1117	161.2267	PACIFIC	SOUTH	TASMAN	RISE		12/10/1982	12/11/1982	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	1533	488.1	306	182	19	136	74					488.1	2021	19	NO AGE GIVEN	SILICEOUSFORAM-BEARINGNANNOFOSSILCHALKANDCHERT					unk - 0000	unk - 0000	
90	589		NO	-30.7120	163.6398	PACIFIC	SOUTH	TASMAN	RISE		12/12/1982	12/13/1982	NO	YES	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	1391	36.1		36	4	35	97					36.1	1427	4	NO AGE GIVEN	CALCAREOUSSANDSTONE					unk - 0000	unk - 0000	
90	590		NO	-31.1670	163.3585	PACIFIC	SOUTH	TASMAN	RISE		12/15/1982	12/15/1982	NO	NO	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	1299	26.2		26	3	26	100					26.2	1325	3	NO AGE GIVEN	FORAMINIFERNANNOFOSSILOOZE					unk - 0000	unk - 0000	
90	590	A	NO	-31.1670	163.3585	PACIFIC	SOUTH	TASMAN	RISE		12/15/1982	12/17/1982	NO	NO	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	1299	281	26	255	27	225	88					280.8	1580	27	NO AGE GIVEN	NANNOFOSSILOOZE					unk - 0000	unk - 0000	
90	590	B	NO	-31.1670	163.3585	PACIFIC	SOUTH	TASMAN	RISE		12/17/1982	12/19/1982	NO	NO	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	1299	499.1		499	53	465	93					499.1	1798	53	NO AGE GIVEN	RECRYSTALLIZEDNANNOFOSSILCHALK					unk - 0000	unk - 0000	
90	591		NO	-31.5843	164.4487	PACIFIC	SOUTH	TASMAN	RISE		12/19/1982	12/20/1982	NO	NO	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	2131	283.1		283	31	278	98					283.1	2414	31	NO AGE GIVEN	NANNOFOSSILOOZE					unk - 0000	unk - 0000	
90	591	A	NO	-31.5843	164.4487	PACIFIC	SOUTH	TASMAN	RISE		12/20/1982	12/22/1982	NO	NO	WEATHER	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	2131	285		285	30	233	81					284.5	2416	30	NO AGE GIVEN	NANNOFOSSILOOZE					unk - 0000	unk - 0000	
90	591	B	NO	-31.5843	164.4487	PACIFIC	SOUTH	TASMAN	RISE		12/23/1982	12/24/1982	NO	NO	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2131	500.4	271	229	24	131	57					500.4	2631	24	NO AGE GIVEN	FORAMINIFER-BEARINGNANNOFOSSILCHALK					unk - 0000	unk - 0000	
90	592		NO	-36.4733	165.4422	PACIFIC	SOUTH	TASMAN	RISE		12/25/1982	12/27/1982	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	1088	388.5		388	41	340	87					388.5	1477	41	NO AGE GIVEN	NANNOFOSSILCHALK					unk - 0000	unk - 0000	
90	593		NO	-40.5078	167.6745	PACIFIC	SOUTH	TASMAN	PLATEAU		12/28/1982	12/30/1982	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	YES	YES	NO	NO	YES	1068	571.5		571	60	468	81					571.5	1640	60	NO AGE GIVEN	NANNOFOSSILCHALK					unk - 0000	unk - 0000	
90	593	A	NO	-40.5078	167.6745	PACIFIC	SOUTH	TASMAN	PLATEAU		12/30/1982	01/01/1983	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	1068	497	240	257	27	228	88					496.8	1565	27	NO AGE GIVEN	NANNOFOSSILCHALK					unk - 0000	unk - 0000	
90	594		NO	-45.5235	174.9480	PACIFIC	SOUTH		RISE		01/03/1983	01/05/1983	NO	YES	WEATHER	OCEANIC	NO	NO	NO	YES	YES	NO	NO	YES	1204	505.1		505	53	300	59					505.1	1709	53	NO AGE GIVEN	NANNOFOSSILOOZE					unk - 0000	unk - 0000	
90	594	A	NO	-45.5235	174.9480	PACIFIC	SOUTH		RISE		01/06/1983	01/07/1983	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	1204	639.5	348	291	26	167	57					639.5	1844	26	NO AGE GIVEN	SILTSTONES(TURBIDITES)					unk - 0000	unk - 0000	
90	594	B	NO	-45.5235	174.9480	PACIFIC	SOUTH		RISE		01/07/1983	01/07/1983	NO	YES	TIME CONSTRAINTS	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	1204	43		43	5	34	79					42.9	1247	5	NO AGE GIVEN	HEMIPELAGICOOZE					unk - 0000	unk - 0000	
91	595		NO	-23.8225	-165.5308	PACIFIC	SOUTH				01/21/1983	01/22/1983	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	YES	NO	5596	32	31	0.5	1	0.1	20									PELAGICCLAY					unk - 0000	unk - 0000	SUCCESSFULDARPAHOLE.
91	595	A	NO	-23.8223	-165.5270	PACIFIC	SOUTH				01/22/1982	01/24/1982	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	YES	NO	5614	88		88	12	37	42	19	2	5.4	70					MN-BEARINGPELAGICCLAYW/PORCELLANITEANDCHERT					unk - 0000	unk - 0000	BASALTANDANDESITE(?)
91	595	B	NO	-23.8223	-165.5268	PACIFIC	SOUTH				01/24/1983	02/12/1983	YES	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5615	124	66	58	7	16	27	54	7	16	70					NOSEDIMENTRECOVERY					unk - 0000	unk - 0000	BASALTANDANDESITE(?)
91	596		NO	-23.8533	-165.6545	PACIFIC	SOUTH				02/12/1983	02/15/1983	NO	NO	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	YES	YES	NO	NO	YES	5701	76		76	9	39	51	6.1	1	0.27	70					METALLIFEROUSCLAY					unk - 0000	unk - 0000	BASALT
91	596	A	NO	-23.8533	-165.6545	PACIFIC	SOUTH				02/15/1983	02/15/1983	NO	NO	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5701	70	66	4	1	9	225									METALLIFEROUSCLAY					unk - 0000	unk - 0000	
91	596	B	NO	-23.8533	-165.6545	PACIFIC	SOUTH				02/15/1983	02/16/1983	NO	NO	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	5701	34	25	9.6	1	9	93									PELAGICCLAY					unk - 0000	unk - 0000	
92	504	B	YES	1.2267	-83.7300	PACIFIC	NORTH				04/07/1983	04/16/1983	YES	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3464	0		0			0									NORECOVERYDRILLINGEXPERIMENTSONLY					unk - 0000	unk - 0000	
92	597		NO	-18.8063	-129.7705	PACIFIC	SOUTH				03/02/1983	03/03/1983	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	4166	55		55	8	42	76	2.1	1	2.1	53	54.7	4221	8	NO AGE GIVEN	CLAYEYNANNOFOSSILOOZE-*HEATFLOWSTUDIES					unk - 0000	unk - 0000	BASALTRUBBLE
92	597	A	NO	-18.8072	-129.7703	PACIFIC	SOUTH				03/03/1983	03/04/1983	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	4163	48.6		48.7	7	48.6	99	1.1	1	1.1	48	47.6	4211	6	NO AGE GIVEN	CLAYEYNANNOFOSSILOOZE*HEATFLOW					unk - 0000	unk - 0000	BASALTRUBBLE/BASALTGLASSBRECCIA
92	597	B	YES	-18.8072	-129.7703	PACIFIC	SOUTH				03/05/1983	03/06/1983	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4163	72.6	48	24.6	3	5.4	21	24.6	3	5.4	48					NOSEDIMENT-WASHTOBASEMENT					unk - 0000	unk - 0000	ALTERED,MASSIVEVESICULARBASALT
92	597	C	YES	-18.8072	-129.7703	PACIFIC	SOUTH				03/07/1983	03/15/1983	YES	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4164	143	43	100	12	55	54	91	10	48	52	51.0	4215	1	NO AGE GIVEN	CLAYEYNANNOFOSSILOOZEPACKEREXPERIMEN					unk - 000	unk - 0000	BASALT
92	598		NO	-19.0047	-124.6768	PACIFIC	SOUTH				03/17/1983	03/18/1983	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	3699	52		52	8	41	78					44.8	3744	6	NO AGE GIVEN	FORAM-BEARINGNANNOFOSSILLIMESTONE					unk - 0000	unk - 0000	
92	598	A	NO	-19.0047	-124.6768	PACIFIC	SOUTH				03/18/1983	03/18/1983	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3699	33	33		0		0									NOSEDRECOVERY,DOWNHOLEEXPERIMENTSONLY					unk - 0000	unk - 0000	
92	599		NO	-19.4515	-119.8813	PACIFIC	SOUTH		PLATEAU		03/20/1983	03/21/1983	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	3654	41		41	5	35	85	.01	1	.01	41	36.7	3691	4	NO AGE GIVEN	CLAYEYNANNOFOSSILOOZE					unk - 0000	unk - 0000	BASALT
92	599	A	NO	-19.4515	-119.8813	PACIFIC	SOUTH		PLATEAU		03/21/1983	03/21/1983	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3654						0									NOSEDRECOVERY-DOWNHOLEEXPERIMENTSONLY					unk - 0000	unk - 0000	
92	599	B	NO	-19.4515	-119.8813	PACIFIC	SOUTH		PLATEAU		03/21/1983	03/22/1983	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	YES	YES	YES	NO	NO	YES	3654	51	26	24	4	12	50	9	1	1.5	41	40.8	3695	2	NO AGE GIVEN	CLAYEYNANNOFOSSILOOZE					unk - 0000	unk - 0000	BASALT
92	600		NO	-18.9290	-116.8395	PACIFIC	SOUTH		PLATEAU		03/23/1983	03/24/1983	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	3346	10.4		10.4	1	5.38	51					5.4	3351	1	NO AGE GIVEN	CLAY-BEARINGTOCLAYEYNANNOFOSSILOOZE					unk - 0000	unk - 0000	
92	600	A	NO	-18.9290	-116.8395	PACIFIC	SOUTH		PLATEAU		03/24/1983	03/24/1983	NO	YES	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	3346	9.6	9.6				0									SHEAREDBARREL-NOTRECOVEREDPENETRATION(M)UNKNOWN					unk - 0000	unk - 0000	
92	600	B	NO	-18.9290	-116.8395	PACIFIC	SOUTH		PLATEAU		03/24/1983	03/24/1983	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	3346	1.9		1.9	1	1.9	100					1.9	3348	1	NO AGE GIVEN	CLAY-BEARINGNANNOFOSSILOOZE					unk - 0000	unk - 0000	
92	600	C	NO	-18.9283	-116.8408	PACIFIC	SOUTH		PLATEAU		03/24/1983	03/25/1983	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	3398	19		19	2	12	63				19	19.0	3417	2	NO AGE GIVEN	CLAY/FORAM-BEARINGNANNOFOSSILOOZE					unk - 0000	unk - 0000	LITHIFIEDSEDIMENTWITHGLASSCHIPS
92	601		NO	-18.9203	-116.8685	PACIFIC	SOUTH		RISE		03/25/1983	03/25/1983	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	3433	20.4		20	3	19	95					20.4	3453	3	NO AGE GIVEN	FORAM/NANNOFOSSIL-BEARINGCLAY					unk - 0000	unk - 0000	
92	601	A	NO	-18.9203	-116.8685	PACIFIC	SOUTH				03/25/1983	03/25/1983	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	YES	NO	NO	NO	NO	NO	3433	15	15	0			0									HEATFLOW/INSITUWATERSAMPLINGONLY					unk - 0000	unk - 0000	
92	601	B	NO	-18.9203	-116.8685	PACIFIC	SOUTH		RISE		03/25/1983	03/26/1983	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3448	27	14	13	3	6.7	51	3	2	0.93	24	24.0	3472	1	NO AGE GIVEN	FORAM/NANNOFOSSIL-BEARINGCLAY					unk - 0000	unk - 0000	BASALT
92	602		NO	-18.9068	-116.9113	PACIFIC	SOUTH		TROUGH		03/26/1983	03/27/1983	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	YES	YES	3535	6.2		6.2	1	6.2	100					6.0	3541	H1	NO AGE GIVEN	CLAY-BEARINGNANNOFOSSILOOZE					unk - 0000	unk - 0000	
92	602	A	NO	-18.9068	-116.9113	PACIFIC	SOUTH		TROUGH		03/27/1983	03/27/1983	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	3535	2.3		2.3	1	2.3	100					2.3	3537	1	NO AGE GIVEN	CLAY-BEARINGNANNOFOSSILOOZE					unk - 0000	unk - 0000	
92	602	B	NO	-18.9068	-116.9113	PACIFIC	SOUTH		TROUGH		03/27/1983	03/27/1983	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	3535	4.2		4.2	1	4.2	100					4.2	3539	1	NO AGE GIVEN	CLAY-BEARINGNANNOFOSSILOOZE					unk - 0000	unk - 0000	
93	603		NO	35.4943	-70.0283	ATLANTIC	NORTH		RISE		05/05/1983	05/11/1983	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	YES	NO	4633	833	440	393	54	226	57					832.6	5466	54	NO AGE GIVEN	HEMIPELAGICCLAYSTONE*13WASHCORES-NORECOVERY					unk - 0000	unk - 0000	
93	603	A	NO	35.4948	-70.0282	ATLANTIC	NORTH		RISE		05/11/1983	05/12/1983	NO	YES	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4633	0.0					0									NORECOVERY					unk - 0000	unk - 0000	
93	603	B	NO	35.4952	-70.0285	ATLANTIC	NORTH		RISE		05/12/1983	05/31/1983	YES	YES	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4633	1585	901	684	83	486	71					1576	6209	82	NO AGE GIVEN	LIMESTONE*8WASHCORES-NORECOVERY					unk - 0000	unk - 0000	
93	603	C	NO	35.4963	-70.0310	ATLANTIC	NORTH		RISE		05/31/1983	06/06/1983	NO	YES	TIME CONSTRAINTS	OCEANIC	NO	NO	NO	YES	YES	NO	NO	YES	4633	366		366	40	314	85					366.0	4999	40	NO AGE GIVEN	HEMIPELAGICCLAY					unk - 0000	unk - 0000	
93	604		NO	38.7132	-72.5492	ATLANTIC	NORTH		RISE		06/08/1983	06/10/1983	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	YES	NO	2361	294		294	31	118	40					284.9	2646	30	NO AGE GIVEN	GLAUCONITICCLAYSTONE,SILT,SANDANDCONGLOMERATE					unk - 0000	unk - 0000	
93	604	A	NO	38.7180	-72.5607	ATLANTIC	NORTH		RISE		06/10/1983	06/10/1983	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2328	284	249	35	4	2.2	6					278.4	2606	4	NO AGE GIVEN	GLAUCONITICCLAYSTONE,SILT,SANDANDCONGLOMERATE					unk - 0000	unk - 0000	
