leg	site	hole	core	section	top of sampled interval (cm)	bottom of sampled interval(cm)	depth to core (m)	depth to sample (m)	card type	card number	pH electrode type	pH	alkalinity measurement type	alkalinity	salinity	data field #1	data field #2	data field #3	data field #4	data field #5	data field #6	reference
71	514		3	2	143.0	150.0	5.60	8.57	DATA CARD	1	COMBINATION	7.38	COLORIMETRIC	3.9	34.6	10.80	49.96	18.90				LABNB
71	514		13	2	140.0	150.0	49.60	52.55	DATA CARD	1	COMBINATION	7.18	COLORIMETRIC	10.0	35.2	10.43	42.72	19.03				LABNB
71	514		23	2	140.0	150.0	93.60	96.55	DATA CARD	1	COMBINATION	7.30	COLORIMETRIC	14.5	33.1	10.54	36.31	19.55				LABNB
71	514		33	2	140.0	150.0	137.60	140.55	DATA CARD	1	COMBINATION	7.24	COLORIMETRIC	14.3	33.1	10.80	33.91	19.78				LABNB
71	514		SSW				0.00	0.00	DATA CARD	1	COMBINATION	6.84	COLORIMETRIC	1.5	34.1	10.35	51.70	18.48				LABNB
72	515		2	2	140.0	143.0	39.50	42.42	DATA CARD	1									0.31		256.80	729
72	515		2	2	140.0	143.0	39.50	42.42	DATA CARD	2						0.08	10.90					729
72	515		2	2	140.0	143.0	39.50	42.42	DATA CARD	3									2.69			729
72	515		2	2	143.0	150.0	39.50	42.47	DATA CARD	1	COMBINATION	7.59	COLORIMETRIC	4.0	35.2	14.71	44.88	19.48				LABNB
72	515		SSW				0.00	0.00	DATA CARD	1	COMBINATION	8.08	COLORIMETRIC	2.4	36.3	10.83	56.45	19.75				LABNB
72	515	B	1	3	140.0	150.0	94.90	99.35	DATA CARD	1									0.30		187.30	729
72	515	B	1	3	140.0	150.0	94.90	99.35	DATA CARD	1	COMBINATION	7.40	COLORIMETRIC	4.0	34.4	17.09	38.10	19.51				LABNB
72	515	B	1	3	140.0	150.0	94.90	99.35	DATA CARD	2						0.10	12.30		22.70			729
72	515	B	1	3	140.0	150.0	94.90	99.35	DATA CARD	3									8.01			729
72	515	B	6	3	144.0	150.0	142.50	146.97	DATA CARD	1	COMBINATION	7.16	COLORIMETRIC	5.0	34.1	18.32	32.88	19.28				LABNB
72	515	B	6	3	144.0	150.0	142.50	146.97	DATA CARD	1									0.57		615.70	729
72	515	B	6	3	144.0	150.0	142.50	146.97	DATA CARD	2						0.11	10.80					729
72	515	B	6	3	144.0	150.0	142.50	146.97	DATA CARD	3									20.00			729
72	515	B	11	5	140.0	150.0	189.90	197.35	DATA CARD	1	COMBINATION	7.21	COLORIMETRIC	6.0	34.1	19.98	26.67	19.38				LABNB
72	515	B	11	5	140.0	150.0	189.90	197.35	DATA CARD	1									0.82		1204.50	729
72	515	B	11	5	140.0	150.0	189.90	197.35	DATA CARD	2						0.12	11.70		20.60			729
72	515	B	11	5	140.0	150.0	189.90	197.35	DATA CARD	3									28.33			729
72	515	B	16	2	140.0	150.0	237.40	240.35	DATA CARD	1	COMBINATION	7.90	COLORIMETRIC	7.3	34.1	21.12	23.32	19.40				LABNB
72	515	B	16	2	140.0	150.0	237.40	240.35	DATA CARD	1									0.84		572.00	729
72	515	B	16	2	140.0	150.0	237.40	240.35	DATA CARD	2						0.13	11.80		15.80			729
72	515	B	16	2	140.0	150.0	237.40	240.35	DATA CARD	3									32.51			729
72	515	B	21	4	140.0	150.0	284.90	290.85	DATA CARD	1	COMBINATION	7.91	COLORIMETRIC	7.3	33.6	22.20	20.08	19.31				LABNB
72	515	B	21	4	140.0	150.0	284.90	290.85	DATA CARD	1									2.00		577.50	729
72	515	B	21	4	140.0	150.0	284.90	290.85	DATA CARD	2							11.20		14.70			729
72	515	B	21	4	140.0	150.0	284.90	290.85	DATA CARD	3									38.38			729
72	515	B	26	1	140.0	150.0	332.40	333.85	DATA CARD	1	COMBINATION	7.50	COLORIMETRIC	4.5	33.3	22.22	18.20	19.68				LABNB
72	515	B	26	1	140.0	150.0	332.40	333.85	DATA CARD	1												729
72	515	B	26	1	140.0	150.0	332.40	333.85	DATA CARD	2												729
72	515	B	26	1	140.0	150.0	332.40	333.85	DATA CARD	3												729
72	515	B	31	4	140.0	150.0	379.90	385.85	DATA CARD	1	COMBINATION	7.87	COLORIMETRIC	6.7	33.3	24.13	15.22	19.51				LABNB
72	515	B	31	4	140.0	150.0	379.90	385.85	DATA CARD	1									0.97		515.90	729
72	515	B	31	4	140.0	150.0	379.90	385.85	DATA CARD	2						0.16	9.60		12.80			729
72	515	B	31	4	140.0	150.0	379.90	385.85	DATA CARD	3									43.08			729
72	515	B	36	4	140.0	150.0	427.40	433.35	DATA CARD	1	COMBINATION	7.92	COLORIMETRIC	6.5	33.3	25.03	14.02	19.41				LABNB
72	515	B	36	4	140.0	150.0	427.40	433.35	DATA CARD	1									1.04		654.50	729
72	515	B	36	4	140.0	150.0	427.40	433.35	DATA CARD	2						0.18	8.50		11.10			729
72	515	B	36	4	140.0	150.0	427.40	433.35	DATA CARD	3									44.64			729
72	515	B	39	5	140.0	150.0	455.90	463.35	DATA CARD	1	COMBINATION	7.68	COLORIMETRIC	1.3	33.0	22.81	12.42	19.58				LABNB
72	515	B	39	5	140.0	150.0	455.90	463.35	DATA CARD	1											621.00	729
72	515	B	39	5	140.0	150.0	455.90	463.35	DATA CARD	2						0.18	9.70					729
72	515	B	39	5	140.0	150.0	455.90	463.35	DATA CARD	3									46.90			729
72	515	B	41	5	140.0	150.0	474.90	482.35	DATA CARD	1	COMBINATION	7.90	COLORIMETRIC	4.3	33.0	24.38	12.07	19.55				LABNB
72	515	B	41	5	140.0	150.0	474.90	482.35	DATA CARD	1									1.43		607.80	729
72	515	B	41	5	140.0	150.0	474.90	482.35	DATA CARD	2						0.19	8.80					729
72	515	B	41	5	140.0	150.0	474.90	482.35	DATA CARD	3									45.71			729
72	515	B	46	5	140.0	150.0	522.40	529.85	DATA CARD	1	COMBINATION	7.99	COLORIMETRIC	3.3	32.7	25.76	11.48	19.28				LABNB
72	515	B	46	5	140.0	150.0	522.40	529.85	DATA CARD	1									1.34		265.00	729
72	515	B	46	5	140.0	150.0	522.40	529.85	DATA CARD	2						0.15	9.00					729
72	515	B	46	5	140.0	150.0	522.40	529.85	DATA CARD	3									50.19			729
72	515	B	51	3	140.0	150.0	569.90	574.35	DATA CARD	1	COMBINATION	8.05			31.6	24.90	10.56	19.21				LABNB
72	515	B	51	3	140.0	150.0	569.90	574.35	DATA CARD	1									1.16		124.00	729
72	515	B	51	3	140.0	150.0	569.90	574.35	DATA CARD	2						0.17			9.10			729
72	515	B	51	3	140.0	150.0	569.90	574.35	DATA CARD	3												729
72	515	B	55	5	140.0	150.0	607.90	615.35	DATA CARD	1					31.1	25.36	11.03	18.17				LABNB
72	515	B	55	5	140.0	150.0	607.90	615.35	DATA CARD	1									1.08		164.00	729
72	515	B	55	5	140.0	150.0	607.90	615.35	DATA CARD	2						0.20	4.10					729
72	515	B	55	5	140.0	150.0	607.90	615.35	DATA CARD	3									30.98			729
72	516	A	1	2	144.0	150.0	0.00	2.97	DATA CARD	1	COMBINATION	7.32	COLORIMETRIC	2.8	35.2	10.94	58.36	19.14				LABNB
72	516	A	1	2	144.0	150.0	0.00	2.97	DATA CARD	1											95.40	729
72	516	A	1	2	144.0	150.0	0.00	2.97	DATA CARD	2						0.07	10.80					729
72	516	A	1	2	144.0	150.0	0.00	2.97	DATA CARD	3									1.12			729
72	516	A	12	2	140.0	150.0	47.50	50.45	DATA CARD	1	COMBINATION	7.22	COLORIMETRIC	3.0	35.2	2.02	55.35	19.34				LABNB
72	516	A	12	2	140.0	150.0	47.50	50.45	DATA CARD	1											90.10	729
72	516	A	12	2	140.0	150.0	47.50	50.45	DATA CARD	2						0.29	10.10					729
72	516	A	12	2	140.0	150.0	47.50	50.45	DATA CARD	3									4.02			729
72	516	A	SSW				0.00	0.00	DATA CARD	1	COMBINATION	8.09	COLORIMETRIC	2.3	36.3	10.89	55.68	20.01				LABNB
72	516	F	2	6	140.0	150.0	178.60	187.55	DATA CARD	1									0.20		723.30	729
72	516	F	2	6	140.0	150.0	178.60	187.55	DATA CARD	1	COMBINATION	7.14	COLORIMETRIC	3.9	35.2	14.71	44.16	19.48				LABNB
72	516	F	2	6	140.0	150.0	178.60	187.55	DATA CARD	2						0.54	9.90		24.80			729
72	516	F	2	6	140.0	150.0	178.60	187.55	DATA CARD	3												729
72	516	F	7	2	140.0	150.0	226.10	229.05	DATA CARD	1	COMBINATION	7.07	COLORIMETRIC	3.9	35.2	15.23	41.84	19.51				LABNB
72	516	F	7	2	140.0	150.0	226.10	229.05	DATA CARD	1									0.28		743.70	729
72	516	F	7	2	140.0	150.0	226.10	229.05	DATA CARD	2						0.61	9.10		25.00			729
72	516	F	7	2	140.0	150.0	226.10	229.05	DATA CARD	3									12.57			729
72	516	F	13	2	140.0	150.0	283.10	286.05	DATA CARD	1	COMBINATION	7.07	COLORIMETRIC	4.4	37.7	16.04	38.29	19.51				LABNB
72	516	F	13	2	140.0	150.0	283.10	286.05	DATA CARD	1									0.26		839.20	729
72	516	F	13	2	140.0	150.0	283.10	286.05	DATA CARD	2						0.63	9.10					729
72	516	F	13	2	140.0	150.0	283.10	286.05	DATA CARD	3									13.34			729
72	516	F	19	3	140.0	150.0	340.10	344.55	DATA CARD	1	COMBINATION	7.29	COLORIMETRIC	2.8	35.2	15.75	36.54	19.64				LABNB
72	516	F	19	3	140.0	150.0	340.10	344.55	DATA CARD	1									0.43		524.70	729
72	516	F	19	3	140.0	150.0	340.10	344.55	DATA CARD	2						0.60	9.00		22.60			729
72	516	F	19	3	140.0	150.0	340.10	344.55	DATA CARD	3									20.00			729
72	516	F	25	3	140.0	150.0	397.10	401.55	DATA CARD	1	COMBINATION	7.36	COLORIMETRIC	1.4	35.2	15.35	33.34	19.88				LABNB
72	516	F	25	3	140.0	150.0	397.10	401.55	DATA CARD	1									0.52		298.50	729
72	516	F	25	3	140.0	150.0	397.10	401.55	DATA CARD	2						0.62	10.40		22.50			729
72	516	F	25	3	140.0	150.0	397.10	401.55	DATA CARD	3									24.54			729
72	516	F	30	5	140.0	150.0	444.60	452.05	DATA CARD	1	COMBINATION	7.69	COLORIMETRIC	0.6	35.2	15.87	30.27	20.15				LABNB
72	516	F	30	5	140.0	150.0	444.60	452.05	DATA CARD	1									0.59		114.40	729
72	516	F	30	5	140.0	150.0	444.60	452.05	DATA CARD	2						0.71	8.80					729
72	516	F	30	5	140.0	150.0	444.60	452.05	DATA CARD	3									25.55			729
72	516	F	35	3	140.0	150.0	492.10	496.55	DATA CARD	1	COMBINATION	7.42	COLORIMETRIC	1.7	35.2	16.04	32.21	30.01				LABNB
72	516	F	35	3	140.0	150.0	492.10	496.55	DATA CARD	1									0.54		192.40	729
72	516	F	35	3	140.0	150.0	492.10	496.55	DATA CARD	2						0.65	9.10		22.50			729
72	516	F	35	3	140.0	150.0	492.10	496.55	DATA CARD	3									34.07			729
72	516	F	51	3	140.0	150.0	644.10	648.55	DATA CARD	1	COMBINATION	7.36			35.2	17.08	25.58	20.15				LABNB
72	516	F	51	3	140.0	150.0	644.10	648.55	DATA CARD	1									0.67		166.00	729
72	516	F	51	3	140.0	150.0	644.10	648.55	DATA CARD	2						0.71	6.90					729
72	516	F	51	3	140.0	150.0	644.10	648.55	DATA CARD	3									31.33			729
72	516	F	63	2	140.0	150.0	644.10	648.55	COMMENT CARD	2		NOWA		ERFO	RCHE	MISTRY						729
73	519		7	2	140.0	150.0	23.30	26.25	DATA CARD	1								19.60				7319
73	519		7	2	140.0	150.0	23.30	26.25	DATA CARD	1	COMBINATION	7.40	COLORIMETRIC	3.0	37.4	10.59	49.91	19.61				LABNB
73	519		17	2	133.0	150.0	66.10	69.01	DATA CARD	1								20.10				7319
73	519		17	2	133.0	150.0	66.10	69.01	DATA CARD	1	COMBINATION	7.38	COLORIMETRIC	3.0	35.5	10.80	53.35	20.09				LABNB
73	519		27	2	112.0	122.0	110.10	112.77	DATA CARD	1								20.10				7319
73	519		27	2	112.0	122.0	110.10	112.77	DATA CARD	1	COMBINATION	7.41	COLORIMETRIC	3.1	35.5	11.52	51.80	20.13				LABNB
73	519		SSW				0.00	0.00	DATA CARD	1	COMBINATION	6.63	COLORIMETRIC	2.5	37.1	10.95	56.75	20.40				LABNB
73	519	A	4	6	133.0	150.0	96.00	104.92	DATA CARD	1	COMBINATION	7.35	COLORIMETRIC	2.9	37.4	11.01	52.25	20.23				LABNB
73	519	A	4	6	133.0	150.0	96.00	104.92	COMMENT CARD	1		THIS		AMPLE	ROTA	RYDRI	LLED					LABNB
73	520		3	6	140.0	150.0	103.50	112.45	DATA CARD	1								19.75	0.15		407.70	7319
73	520		3	6	140.0	150.0	103.50	112.45	DATA CARD	1	COMBINATION	7.43	COLORIMETRIC	3.2	35.4	12.47	49.53	19.75				LABNB
73	520		3	6	140.0	150.0	103.50	112.45	DATA CARD	2						0.52	10.40		27.00			7319
73	520		3	6	140.0	150.0	103.50	112.45	DATA CARD	3									3.65			7319
73	520		9	4	140.0	150.0	256.00	261.95	DATA CARD	1	COMBINATION	7.61	COLORIMETRIC	5.3	35.2	14.18	45.18	19.17				LABNB
73	520		9	4	140.0	150.0	256.00	261.95	DATA CARD	1								19.17	0.23		824.50	7319
73	520		9	4	140.0	150.0	256.00	261.95	DATA CARD	2						0.44	11.20		24.60			7319
73	520		9	4	140.0	150.0	256.00	261.95	DATA CARD	3									4.37			7319
73	520		12	1	140.0	150.0	284.50	285.95	DATA CARD	1	COMBINATION	7.67	COLORIMETRIC	5.3	35.2	14.96	45.74	19.07				LABNB
73	520		12	1	140.0	150.0	284.50	285.95	DATA CARD	1								19.07	0.24		722.90	7319
73	520		12	1	140.0	150.0	284.50	285.95	DATA CARD	2						0.37	9.60		25.00			7319
73	520		12	1	140.0	150.0	284.50	285.95	DATA CARD	3									4.55			7319
73	520		16	3	140.0	150.0	313.00	317.45	DATA CARD	1	COMBINATION	7.70	COLORIMETRIC	5.4	35.2	14.87	46.18	19.41				LABNB
73	520		16	3	140.0	150.0	313.00	317.45	DATA CARD	1								19.41	0.24		722.90	7319
73	520		16	3	140.0	150.0	313.00	317.45	DATA CARD	2						0.37	9.60		25.00			7319
73	520		16	3	140.0	150.0	313.00	317.45	DATA CARD	3									4.55			7319
73	520		21	2	94.0	104.0	346.00	348.49	DATA CARD	1	COMBINATION	7.59	COLORIMETRIC	4.7	37.4	14.57	47.43	20.39				LABNB
73	520		21	2	94.0	104.0	346.00	348.49	DATA CARD	1								20.39			614.20	7319
73	520		21	2	94.0	104.0	346.00	348.49	DATA CARD	2						0.31	10.60		30.20			7319
73	520		21	2	94.0	104.0	346.00	348.49	DATA CARD	3									3.50			7319
73	520		SSW				0.00	0.00	DATA CARD	1	COMBINATION	6.60	COLORIMETRIC	2.5	37.4	10.94	56.62	21.41				LABNB
73	521		7	2	140.0	150.0	25.50	28.45	DATA CARD	1								19.80				7319
73	521		7	2	140.0	150.0	25.50	28.45	DATA CARD	1	COMBINATION	7.28	COLORIMETRIC	2.7	36.0	10.75	52.89	19.80				LABNB
73	521		17	2	140.0	150.0	66.00	68.95	DATA CARD	1								19.77				7319
73	521		17	2	140.0	150.0	66.00	68.95	DATA CARD	1	COMBINATION	7.31	COLORIMETRIC	2.7	35.5	10.40	51.40	19.77				LABNB
73	521		SSW				0.00	0.00	DATA CARD	1	COMBINATION	6.64	COLORIMETRIC	2.6	36.8	10.96	60.07	20.34				LABNB
73	521	A	17	3	0.0	9.0	67.90	70.95	DATA CARD	1								19.51				7319
73	521	A	17	3	0.0	9.0	67.90	70.95	DATA CARD	1	COMBINATION	7.29	COLORIMETRIC	2.6	35.5	10.19	51.31	19.51				LABNB
73	521	A	17	3	0.0	9.0	67.90	70.95	COMMENT CARD	2		ADJAC		NTTO	521							LABNB
73	522		2	2	140.0	150.0	2.90	5.85	DATA CARD	1								19.78				7319
73	522		2	2	140.0	150.0	2.90	5.85	DATA CARD	1	COMBINATION	7.26	COLORIMETRIC	2.8	35.5	10.32	52.90	19.78				LABNB
73	522		17	2	140.0	150.0	63.90	66.85	DATA CARD	1								19.07				7319
73	522		17	2	140.0	150.0	63.90	66.85	DATA CARD	1	COMBINATION	7.28	COLORIMETRIC	2.5	36.6	10.64	51.32	19.07				LABNB
73	522		22	2	140.0	150.0	85.70	88.65	DATA CARD	1								19.27				7319
73	522		22	2	140.0	150.0	85.70	88.65	DATA CARD	1	COMBINATION	7.21	COLORIMETRIC	2.4	38.2	10.42	52.20	19.27				LABNB
73	522		31	2	140.0	150.0	117.40	120.35	DATA CARD	1								19.21				7319
73	522		31	2	140.0	150.0	117.40	120.35	DATA CARD	1	COMBINATION	7.20	COLORIMETRIC	2.3	36.6	10.32	52.36	19.21				LABNB
73	522		SSW				0.00	0.00	DATA CARD	1	COMBINATION	6.72	COLORIMETRIC	2.4	36.6	10.78	55.88	19.17				LABNB
73	523		8	1	144.0	150.0	30.40	31.87	DATA CARD	1								19.37				7319
73	523		8	1	144.0	150.0	30.40	31.87	DATA CARD	1	COMBINATION	7.34	COLORIMETRIC	2.6	38.0	10.66	49.91	19.37				LABNB
73	523		21	2	144.0	150.0	72.90	75.87	DATA CARD	1								19.61				7319
73	523		21	2	144.0	150.0	72.90	75.87	DATA CARD	1	COMBINATION	7.24	COLORIMETRIC	2.5	35.5	10.51	53.73	19.61				LABNB
73	523		30	2	143.0	150.0	106.80	109.76	DATA CARD	1								19.20				7319
73	523		30	2	143.0	150.0	106.80	109.76	DATA CARD	1	COMBINATION	7.28	COLORIMETRIC	2.3	36.8	10.80	51.45	19.20				LABNB
73	523		SSW				0.00	0.00	DATA CARD	1	COMBINATION	6.67	COLORIMETRIC	2.3	36.3	10.59	55.09	19.81				LABNB
73	524		4	3	140.0	150.0	47.50	51.95	DATA CARD	1								19.71				7319
73	524		4	3	140.0	150.0	47.50	51.95	DATA CARD	1	COMBINATION	7.46	COLORIMETRIC	1.9	35.5	9.90	55.48	19.71				LABNB
73	524		11	5	140.0	150.0	114.00	121.45	DATA CARD	1								19.64				7319
73	524		11	5	140.0	150.0	114.00	121.45	DATA CARD	1	COMBINATION	7.10	COLORIMETRIC	0.4	39.3	27.89	38.57	19.64				LABNB
73	524		15	1	140.0	150.0	152.00	153.45	DATA CARD	1								19.64				7319
73	524		15	1	140.0	150.0	152.00	153.45	DATA CARD	1	COMBINATION	7.48	COLORIMETRIC	0.9	36.6	35.76	34.90	19.64				LABNB
73	524		21	5	140.0	150.0	209.00	216.45	DATA CARD	1								19.41				7319
73	524		21	5	140.0	150.0	209.00	216.45	DATA CARD	1	COMBINATION	7.47	COLORIMETRIC	0.8	35.2	45.92	29.60	19.41				LABNB
73	524		25	6	140.0	150.0	247.00	255.95	DATA CARD	1								18.70				7319
73	524		25	6	140.0	150.0	247.00	255.95	DATA CARD	1	COMBINATION	7.50	COLORIMETRIC	1.1	34.1	52.02	27.42	18.70				LABNB
73	524		25	6	140.0	150.0	247.00	255.95	COMMENT CARD	2		ENDL		G73	CHEM-	DATA						LABNB
73	524		SSW				0.00	0.00	DATA CARD	1	COMBINATION	6.60	COLORIMETRIC	2.4	36.0	10.65	55.27	19.64				LABNB
74	525		SSW				0.00	0.00	DATA CARD	1	COMBINATION	8.07	COLORIMETRIC	2.3	35.5	10.74	55.10	19.79				LABNB
74	525	A	1	1	144.0	146.0	0.00	1.45	DATA CARD	1								19.34			133.80	7422
74	525	A	1	1	144.0	146.0	0.00	1.45	DATA CARD	1	COMBINATION	7.49	COLORIMETRIC	2.5	36.3	10.32	53.00	19.34				LABNB
74	525	A	1	1	144.0	146.0	0.00	1.45	DATA CARD	2						0.18	10.20		28.70			7422
74	525	A	1	1	144.0	146.0	0.00	1.45	DATA CARD	3									0.97			7422
74	525	A	3	2	140.0	150.0	41.60	44.55	DATA CARD	1	COMBINATION	7.30	COLORIMETRIC	2.8	35.2	12.34	51.66	19.75				LABNB
74	525	A	3	2	140.0	150.0	41.60	44.55	DATA CARD	1								19.75			96.30	7422
74	525	A	3	2	140.0	150.0	41.60	44.55	DATA CARD	2						0.42	9.90					7422
74	525	A	3	2	140.0	150.0	41.60	44.55	DATA CARD	3									3.75			7422
74	525	A	5	4	140.0	150.0	89.10	95.05	DATA CARD	1	COMBINATION	7.29	COLORIMETRIC	2.4	35.2	14.65	48.88	19.70				LABNB
74	525	A	5	4	140.0	150.0	89.10	95.05	DATA CARD	1								19.70			91.00	7422
74	525	A	5	4	140.0	150.0	89.10	95.05	DATA CARD	2						0.66	8.80					7422
74	525	A	5	4	140.0	150.0	89.10	95.05	DATA CARD	3									6.83			7422
74	525	A	6	4	140.0	150.0	98.60	104.55	DATA CARD	1	COMBINATION	7.27	COLORIMETRIC	2.3	35.2	14.98	48.90	19.75				LABNB
74	525	A	8	5	140.0	150.0	174.60	182.05	DATA CARD	1								19.65			119.80	7422
74	525	A	8	5	140.0	150.0	174.60	182.05	DATA CARD	1	COMBINATION	7.25	COLORIMETRIC	2.2	35.2	17.64	46.33	19.65				LABNB
74	525	A	8	5	140.0	150.0	174.60	182.05	DATA CARD	2						0.71	8.20					7422
74	525	A	8	5	140.0	150.0	174.60	182.05	DATA CARD	3									6.61			7422
74	525	A	11	5	135.0	150.0	203.10	210.52	DATA CARD	1	COMBINATION	7.25	COLORIMETRIC	2.1	35.5	18.79	45.84	19.73				LABNB
74	525	A	11	5	135.0	150.0	203.10	210.52	DATA CARD	1								19.73			136.70	7422
74	525	A	11	5	135.0	150.0	203.10	210.52	DATA CARD	2						0.70	10.80					7422
74	525	A	11	5	135.0	150.0	203.10	210.52	DATA CARD	3									7.07			7422
74	525	A	14	5	135.0	150.0	231.60	239.02	DATA CARD	1	COMBINATION	7.20	COLORIMETRIC	2.1	36.3	19.75	45.06	19.89				LABNB
74	525	A	14	5	135.0	150.0	231.60	239.02	DATA CARD	1								19.89			212.00	7422
74	525	A	14	5	135.0	150.0	231.60	239.02	DATA CARD	2						0.67	7.30					7422
74	525	A	14	5	135.0	150.0	231.60	239.02	DATA CARD	3									7.98			7422
74	525	A	19	3	135.0	150.0	269.60	274.02	DATA CARD	1	COMBINATION	7.26	COLORIMETRIC	2.2	35.5	21.16	44.13	20.09				LABNB
74	525	A	19	3	135.0	150.0	269.60	274.02	DATA CARD	1								20.09			249.10	7422
74	525	A	19	3	135.0	150.0	269.60	274.02	DATA CARD	2						0.62	6.80					7422
74	525	A	19	3	135.0	150.0	269.60	274.02	DATA CARD	3									6.92			7422
74	525	A	23	5	135.0	150.0	307.60	315.02	DATA CARD	1	COMBINATION	7.16	COLORIMETRIC	2.2	35.5	22.44	44.58	20.08				LABNB
74	525	A	23	5	135.0	150.0	307.60	315.02	DATA CARD	1								20.08			278.00	7422
74	525	A	23	5	135.0	150.0	307.60	315.02	DATA CARD	2						0.65	6.60		26.20			7422
74	525	A	23	5	135.0	150.0	307.60	315.02	DATA CARD	3									7.91			7422
74	525	A	26	2	135.0	150.0	336.10	339.03	DATA CARD	1	COMBINATION	7.17	COLORIMETRIC	2.1	35.5	23.20	43.75	19.89				LABNB
74	525	A	26	2	135.0	150.0	336.10	339.03	DATA CARD	1								19.89			506.10	7422
74	525	A	26	2	135.0	150.0	336.10	339.03	DATA CARD	2						0.64	6.90					7422
74	525	A	26	2	135.0	150.0	336.10	339.03	DATA CARD	3									8.06			7422
74	525	A	32	4	135.0	150.0	383.60	389.53	DATA CARD	1	COMBINATION	7.16	COLORIMETRIC	1.9	36.8	24.07	43.30	20.01				LABNB
74	525	A	32	4	135.0	150.0	383.60	389.53	DATA CARD	1								20.01			434.60	7422
74	525	A	32	4	135.0	150.0	383.60	389.53	DATA CARD	2						0.62	8.20					7422
74	525	A	32	4	135.0	150.0	383.60	389.53	DATA CARD	3									7.67			7422
74	525	A	35	6	135.0	150.0	402.60	411.53	DATA CARD	1	COMBINATION	7.21	COLORIMETRIC	1.6	36.3	24.42	43.13	20.02				LABNB
74	525	A	35	6	135.0	150.0	402.60	411.53	DATA CARD	1								20.00			508.80	7422
74	525	A	35	6	135.0	150.0	402.60	411.53	DATA CARD	2						0.54	6.80					7422
74	525	A	35	6	135.0	150.0	402.60	411.53	DATA CARD	3									9.05			7422
74	525	A	40	5	140.0	150.0	450.10	457.55	DATA CARD	1	COMBINATION	7.22	COLORIMETRIC	1.3	36.0	27.01	41.23	20.06				LABNB
74	525	A	40	5	140.0	150.0	450.10	457.55	DATA CARD	1								20.06	0.04		311.60	7422
74	525	A	40	5	140.0	150.0	450.10	457.55	DATA CARD	2						0.54	6.50		21.30			7422
74	525	A	40	5	140.0	150.0	450.10	457.55	DATA CARD	3									9.20			7422
74	525	A	45	5	110.0	120.0	497.60	504.75	DATA CARD	1	COMBINATION	7.16	COLORIMETRIC	0.2	35.8	29.74	37.22	19.99				LABNB
74	525	A	45	5	110.0	120.0	497.60	504.75	DATA CARD	1								19.99			137.30	7422
74	525	A	45	5	110.0	120.0	497.60	504.75	DATA CARD	2						0.53	5.60					7422
74	525	A	45	5	110.0	120.0	497.60	504.75	DATA CARD	3									10.52			7422
74	525	A	50	5	140.0	150.0	545.10	552.55	DATA CARD	1	COMBINATION	7.50	COLORIMETRIC	0.3	37.1	33.48	35.86	20.33				LABNB
74	525	A	50	5	140.0	150.0	545.10	552.55	DATA CARD	1								20.33	0.01		104.00	7422
74	525	A	50	5	140.0	150.0	545.10	552.55	DATA CARD	2						0.50	5.10					7422
74	525	A	50	5	140.0	150.0	545.10	552.55	DATA CARD	3									10.38			7422
74	525	A	60	5	135.0	150.0	640.10	647.53	DATA CARD	1					37.4	45.17	28.79	20.76				LABNB
74	525	A	60	5	135.0	150.0	640.10	647.53	DATA CARD	1								20.76			153.00	7422
74	525	A	60	5	135.0	150.0	640.10	647.53	COMMENT CARD	2		HARD		EDIME	NTBE	TWEEN	BASALT	CHUNK	S			7422
74	525	A	60	5	135.0	150.0	640.10	647.53	DATA CARD	2						0.51	4.90					7422
74	525	A	60	5	135.0	150.0	640.10	647.53	DATA CARD	3									11.42			7422
74	525	B	1	1	140.0	150.0	0.00	1.45	DATA CARD	1	COMBINATION	7.44	COLORIMETRIC	2.6	35.2	10.47	53.12	19.31				LABNB
74	525	B	1	1	140.0	150.0	0.00	1.45	DATA CARD	1								19.31			145.50	7422
74	525	B	1	1	140.0	150.0	0.00	1.45	DATA CARD	2						0.09	10.70		26.20			7422
74	525	B	1	1	140.0	150.0	0.00	1.45	DATA CARD	3									0.82			7422
74	525	B	3	1	140.0	150.0	7.90	9.35	DATA CARD	1	COMBINATION	7.36	COLORIMETRIC	2.7	35.2	11.36	52.89	19.46				LABNB
74	525	B	3	1	140.0	150.0	7.90	9.35	DATA CARD	1								19.46			143.40	7422
74	525	B	3	1	140.0	150.0	7.90	9.35	DATA CARD	2						0.20	9.60					7422
74	525	B	3	1	140.0	150.0	7.90	9.35	DATA CARD	3									2.36			7422
74	525	B	5	2	132.0	133.0	16.70	19.52	DATA CARD	1	COMBINATION	7.35	COLORIMETRIC	2.6	36.3	11.64	51.56	19.44				LABNB
74	525	B	5	2	132.0	133.0	16.70	19.52	DATA CARD	1								19.44			142.60	7422
74	525	B	5	2	132.0	133.0	16.70	19.52	DATA CARD	2						0.30	10.90					7422
74	525	B	5	2	132.0	133.0	16.70	19.52	DATA CARD	3									2.70			7422
74	525	B	7	2	140.0	150.0	25.50	28.45	DATA CARD	1	COMBINATION	7.27	COLORIMETRIC	2.6	35.2	12.16	51.40	19.56				LABNB
74	525	B	7	2	140.0	150.0	25.50	28.45	DATA CARD	1								19.56			117.70	7422
74	525	B	7	2	140.0	150.0	25.50	28.45	DATA CARD	2						0.42	10.90					7422
74	525	B	7	2	140.0	150.0	25.50	28.45	DATA CARD	3									3.91			7422
